Date,weighted_positive_score,weighted_neutral_score,weighted_negative_score,total,is_missing_value,Open,High,Low,Close,Adj Close,Volume,market_value
2021-02-05,0.2993471542061866,0.6027283127170935,0.0979245330767199,7705495.0,0,56.01080322265625,68.46395874023438,56.01080322265625,67.84556579589844,67.84556579589844,1431595319,61.928184509277344
2021-02-06,0.3588407460704414,0.5657350828342242,0.0754241710953343,16580043.0,0,67.8546371459961,75.4018783569336,62.208126068115234,72.73359680175781,72.73359680175781,2114553792,70.29411697387695
2021-02-07,0.3789463517827564,0.3959089705044227,0.2251446777128208,12031397.0,0,72.86821746826172,74.612548828125,64.49789428710938,68.59052276611328,68.59052276611328,1493688265,70.7293701171875
2021-02-08,0.5093237270841847,0.3908790542917623,0.0997972186240529,48100078.0,0,68.52555847167969,79.83154296875,67.85923767089844,79.83154296875,79.83154296875,2133574291,74.17855072021484
2021-02-09,0.5714241161093832,0.2775345706884237,0.1510413132021932,31872015.0,0,79.80702209472656,115.13184356689453,78.44632720947266,107.89927673339844,107.89927673339844,4425849540,93.8531494140625
2021-02-10,0.5382057350550525,0.3394759095297935,0.1223183554151539,19512280.0,0,107.70855712890625,148.07476806640625,107.70855712890625,129.73715209960938,129.73715209960938,7000323240,118.72285461425781
2021-02-11,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,129.30523681640625,131.5356903076172,119.09626007080078,124.43425750732422,124.43425750732422,2809765027,126.86974716186523
2021-02-12,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,124.15943145751953,140.2431640625,121.72706604003906,136.94839477539062,136.94839477539062,2981627650,130.55391311645508
2021-02-13,0.2427629256137293,0.670931322599259,0.0863057517870116,18395935.0,0,136.92799377441406,138.4705352783203,125.72859954833984,133.4526824951172,133.4526824951172,2116751635,135.19033813476562
2021-02-14,0.2953215352714633,0.5261537491520789,0.1785247155764577,15828419.0,0,133.47377014160156,138.7567596435547,128.73171997070312,136.426513671875,136.426513671875,2312597445,134.95014190673828
2021-02-15,0.3332703108363914,0.4382588481563594,0.2284708410072491,14835972.0,0,136.2767791748047,139.21975708007812,119.7349853515625,129.56788635253906,129.56788635253906,2414986848,132.92233276367188
2021-02-16,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,129.7397918701172,133.28060913085938,126.79663848876953,130.05665588378906,130.05665588378906,1925775294,129.89822387695312
2021-02-17,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,130.08013916015625,175.11614990234375,127.09211730957031,164.67010498046875,164.67010498046875,5236224271,147.3751220703125
2021-02-18,0.4835535538851903,0.3989673636534872,0.1174790824613224,15061643.0,0,165.01882934570312,199.45562744140625,163.27488708496094,195.93263244628906,195.93263244628906,6110987389,180.4757308959961
2021-02-19,0.455082787808822,0.4208270645082703,0.1240901476829076,26450996.0,0,195.98785400390625,342.8796081542969,195.3857421875,332.61602783203125,332.61602783203125,17982945189,264.30194091796875
2021-02-20,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,332.91845703125,334.4550476074219,227.91375732421875,255.9537353515625,255.9537353515625,9680520706,294.43609619140625
2021-02-21,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,254.53927612304688,307.5881042480469,250.5408172607422,293.923583984375,293.923583984375,8505963719,274.23143005371094
2021-02-22,0.4692183578518574,0.4134837084622718,0.1172979336858708,23550969.0,0,294.61236572265625,295.47857666015625,223.0193634033203,267.5097961425781,267.5097961425781,7885768925,281.0610809326172
2021-02-23,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,267.3644104003906,268.5368347167969,190.41246032714844,230.99424743652344,230.99424743652344,8280752930,249.17932891845703
2021-02-24,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,231.12159729003906,280.08819580078125,214.52471923828125,254.359130859375,254.359130859375,7154121651,242.74036407470703
2021-02-25,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,254.4676055908203,264.70513916015625,233.88595581054688,233.88595581054688,233.88595581054688,4059853073,244.1767807006836
2021-02-26,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,235.27029418945312,238.7550048828125,210.31076049804688,221.68043518066406,221.68043518066406,4167145958,228.4753646850586
2021-02-27,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,221.9809112548828,237.17942810058594,220.09939575195312,225.2494354248047,225.2494354248047,2755271254,223.61517333984375
2021-02-28,0.4661632881479849,0.4160820349150637,0.1177546769369514,9254401.0,0,225.44593811035156,228.1730499267578,195.85267639160156,209.57440185546875,209.57440185546875,3129699003,217.51016998291016
2021-03-01,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,209.95130920410156,259.4910583496094,209.95130920410156,254.6299285888672,254.6299285888672,5008256561,232.29061889648438
2021-03-02,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,254.95335388183594,264.1693115234375,228.6416473388672,239.5225372314453,239.5225372314453,5882262804,247.23794555664062
2021-03-03,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,239.68898010253906,254.25363159179688,236.90875244140625,241.09136962890625,241.09136962890625,5827707431,240.39017486572266
2021-03-04,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,241.0454864501953,249.46560668945312,226.08494567871094,229.945068359375,229.945068359375,5580339595,235.49527740478516
2021-03-05,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,229.83529663085938,230.36663818359375,216.27261352539062,226.37255859375,226.37255859375,4969642573,228.1039276123047
2021-03-06,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,226.19776916503906,232.09889221191406,220.0750732421875,226.66685485839844,226.66685485839844,4489684331,226.43231201171875
2021-03-07,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,226.67274475097656,243.34312438964844,225.54637145996094,240.17921447753906,240.17921447753906,5081569247,233.4259796142578
2021-03-08,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,240.17958068847656,242.68826293945312,229.4411163330078,240.31866455078125,240.31866455078125,5016770824,240.2491226196289
2021-03-09,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,240.39547729492188,296.65863037109375,236.0502471923828,293.4632263183594,293.4632263183594,8676266998,266.9293518066406
2021-03-10,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,293.42388916015625,295.07061767578125,268.5784912109375,279.3580322265625,279.3580322265625,4544623650,286.3909606933594
2021-03-11,0.0943450191098081,0.7846830908759604,0.1209718900142314,1300641.0,0,278.50909423828125,313.1101379394531,273.3779296875,289.7908020019531,289.7908020019531,4676132222,284.1499481201172
2021-03-12,0.4900850514903831,0.4273260246532358,0.0825889238563811,16611937.0,0,289.9991149902344,290.0347595214844,253.9466552734375,263.6858215332031,263.6858215332031,3960814749,276.84246826171875
2021-03-13,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,263.5920104980469,283.01361083984375,256.18896484375,276.1047058105469,276.1047058105469,2903774859,269.8483581542969
2021-03-14,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,276.18572998046875,276.3712463378906,264.6367492675781,264.6367492675781,264.6367492675781,2044273970,270.41123962402344
2021-03-15,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,264.0635070800781,267.2337341308594,250.61297607421875,254.66082763671875,254.66082763671875,2488528410,259.36216735839844
2021-03-16,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,254.450439453125,258.8761291503906,242.18153381347656,258.1006774902344,258.1006774902344,2425543830,256.2755584716797
2021-03-17,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,258.3858642578125,270.962890625,249.92892456054688,269.8548583984375,269.8548583984375,2271426252,264.120361328125
2021-03-18,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,269.6378479003906,277.7722473144531,258.7264099121094,261.7048034667969,261.7048034667969,2445995134,265.67132568359375
2021-03-19,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,261.63043212890625,269.2347106933594,256.2732849121094,264.05743408203125,264.05743408203125,1873443830,262.84393310546875
2021-03-20,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,264.0921936035156,274.8731689453125,262.9725036621094,264.7416687011719,264.7416687011719,2004752539,264.41693115234375
2021-03-21,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,264.9569396972656,268.878173828125,257.5182800292969,264.88616943359375,264.88616943359375,1718563711,264.9215545654297
2021-03-22,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,265.0702819824219,276.96868896484375,255.2108612060547,255.9001922607422,255.9001922607422,2323911466,260.48523712158203
2021-03-23,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,255.94509887695312,263.1492919921875,253.0116424560547,255.68966674804688,255.68966674804688,2010488139,255.8173828125
2021-03-24,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,255.89430236816406,268.620849609375,243.22813415527344,249.85137939453125,249.85137939453125,2385752951,252.87284088134766
2021-03-25,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,249.46591186523438,250.1392364501953,227.2940673828125,234.88543701171875,234.88543701171875,2314734091,242.17567443847656
2021-03-26,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,234.7909393310547,255.1045684814453,234.7909393310547,255.1045684814453,255.1045684814453,2099285452,244.94775390625
2021-03-27,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,255.11648559570312,275.5933837890625,250.4947967529297,269.1023254394531,269.1023254394531,2457659540,262.1094055175781
2021-03-28,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,269.31072998046875,280.9924011230469,262.2886657714844,269.1912841796875,269.1912841796875,2527142069,269.2510070800781
2021-03-29,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,268.9693908691406,277.47900390625,265.3678283691406,275.2146301269531,275.2146301269531,2067448661,272.0920104980469
2021-03-30,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,275.2386474609375,311.4264831542969,271.57855224609375,311.4264831542969,311.4264831542969,4039620710,293.3325653076172
2021-03-31,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,311.5514221191406,316.4865417480469,289.00927734375,302.0634460449219,302.0634460449219,3545493416,306.80743408203125
2021-04-01,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,302.2454833984375,339.2091064453125,301.5886535644531,335.212890625,335.212890625,3718677616,318.72918701171875
2021-04-02,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,335.0859680175781,356.78350830078125,329.7513732910156,339.0077209472656,339.0077209472656,3950524039,337.0468444824219
2021-04-03,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,338.9091796875,349.6299133300781,319.19378662109375,323.1335144042969,323.1335144042969,2953164849,331.02134704589844
2021-04-04,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,323.3548583984375,353.4342041015625,319.8490295410156,351.6243896484375,351.6243896484375,3200674446,337.4896240234375
2021-04-05,0.4125928098634634,0.5044967936694169,0.0829103964671196,7943660.0,0,351.2410583496094,381.029296875,339.4616394042969,367.7724914550781,367.7724914550781,4073047973,359.50677490234375
2021-04-06,0.2894568796120325,0.5315395889635313,0.1790035314244361,14042209.0,0,368.0990295410156,412.2567443847656,364.1296691894531,403.59075927734375,403.59075927734375,5277448222,385.8448944091797
2021-04-07,0.2591725164219133,0.5921060104105489,0.1487214731675377,15935567.0,0,403.69927978515625,414.357666015625,358.7438049316406,374.6588134765625,374.6588134765625,5976362849,389.1790466308594
2021-04-08,0.2991604225351655,0.5055739715186877,0.1952656059461467,18482154.0,0,376.2690124511719,422.4665832519531,372.5151672363281,418.03839111328125,418.03839111328125,4550316562,397.15370178222656
2021-04-09,0.2613709157509533,0.568420270766105,0.1702088134829416,13651561.0,0,418.0547180175781,453.69781494140625,405.443603515625,453.178466796875,453.178466796875,4701175013,435.61659240722656
2021-04-10,0.3409309589287712,0.4928256165816011,0.1662434244896276,19019056.0,0,454.3431701660156,487.27520751953125,451.35516357421875,472.5603332519531,472.5603332519531,6160670397,463.4517517089844
2021-04-11,0.2834709194890826,0.6128579852213617,0.1036710952895556,9123980.0,0,471.64642333984375,529.64501953125,459.5904235839844,525.3855590820312,525.3855590820312,5697422904,498.5159912109375
2021-04-12,0.4849070639874008,0.3900453512379602,0.1250475847746388,13357739.0,0,526.7017822265625,637.4423217773438,516.2792358398438,598.72265625,598.72265625,14436315725,562.7122192382812
2021-04-13,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,596.9885864257812,602.2964477539062,532.9558715820312,549.5865478515625,549.5865478515625,9433830832,573.2875671386719
2021-04-14,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,550.4014892578125,590.4174194335938,526.5343017578125,549.5918579101562,549.5918579101562,7452346448,549.9966735839844
2021-04-15,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,550.413330078125,556.8338012695312,536.0784301757812,542.632080078125,542.632080078125,4608061831,546.522705078125
2021-04-16,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,542.5736694335938,548.885009765625,493.0094909667969,510.2201843261719,510.2201843261719,6886285728,526.3969268798828
2021-04-17,0.1972261405672009,0.5491886559802712,0.2535852034525277,1013750.0,0,509.581298828125,548.6023559570312,509.0485534667969,520.416748046875,520.416748046875,5195399091,514.9990234375
2021-04-18,0.1747366413930472,0.5482587985697102,0.2770045600372425,17652926.0,0,520.5902709960938,526.0587768554688,429.0528869628906,481.03424072265625,481.03424072265625,6711806048,500.812255859375
2021-04-19,0.1639207507307963,0.5615960674788456,0.2744831817903581,20339115.0,0,481.3966979980469,539.7112426757812,469.15216064453125,505.0929260253906,505.0929260253906,7141301320,493.24481201171875
2021-04-20,0.2020747414222023,0.4515320269906723,0.3463932315871254,20689518.0,0,503.795166015625,588.0648193359375,475.59039306640625,587.0291137695312,587.0291137695312,9330924061,545.4121398925781
2021-04-21,0.2136987388079781,0.514186170504435,0.2721150906875868,20370649.0,0,586.9011840820312,612.6870727539062,537.349365234375,546.0235595703125,546.0235595703125,8456300946,566.4623718261719
2021-04-22,0.1967905217756467,0.5824782848903698,0.2207311933339834,20929321.0,0,544.0054931640625,582.0377197265625,481.2602233886719,506.01300048828125,506.01300048828125,8342960849,525.0092468261719
2021-04-23,0.2564291939168872,0.5022907457858663,0.2412800602972465,25473800.0,0,505.85888671875,530.074951171875,452.4355163574219,526.5652465820312,526.5652465820312,8893557870,516.2120666503906
2021-04-24,0.2388391238724727,0.5326480943105513,0.228512781816976,15516143.0,0,526.7583618164062,527.44091796875,483.9591369628906,496.4150695800781,496.4150695800781,4070234640,511.5867156982422
2021-04-25,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,496.2568359375,517.0830078125,478.8894348144531,505.0770568847656,505.0770568847656,3419309603,500.6669464111328
2021-04-26,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,504.7487487792969,549.9667358398438,502.31146240234375,534.5776977539062,534.5776977539062,4072866875,519.6632232666016
2021-04-27,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,535.428466796875,578.6234741210938,525.7677612304688,568.4705200195312,568.4705200195312,4050720272,551.9494934082031
2021-04-28,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,568.7456665039062,578.8881225585938,539.072509765625,562.632568359375,562.632568359375,3648784689,565.6891174316406
2021-04-29,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,562.8735961914062,614.8241577148438,554.28466796875,599.70654296875,599.70654296875,6585918998,581.2900695800781
2021-04-30,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,599.9884643554688,627.7774658203125,586.205810546875,624.08056640625,624.08056640625,5741358048,612.0345153808594
2021-05-01,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,622.4692993164062,641.86083984375,611.302001953125,619.3472290039062,619.3472290039062,4065705136,620.9082641601562
2021-05-02,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,619.9721069335938,628.6209716796875,595.8587646484375,622.1010131835938,622.1010131835938,3765184551,621.0365600585938
2021-05-03,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,621.9027099609375,679.8150024414062,621.9027099609375,675.68408203125,675.68408203125,5274868721,648.7933959960938
2021-05-04,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,676.31591796875,676.9168701171875,606.2677001953125,611.2003173828125,611.2003173828125,5728175230,643.7581176757812
2021-05-05,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,609.3310546875,656.2369995117188,605.1661987304688,651.6627197265625,651.6627197265625,4248449283,630.4968872070312
2021-05-06,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,651.0494995117188,653.412841796875,621.0661010742188,633.2803955078125,633.2803955078125,3975000211,642.1649475097656
2021-05-07,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,634.0068969726562,644.12451171875,612.1624755859375,624.5632934570312,624.5632934570312,3658116306,629.2850952148438
2021-05-08,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,624.3944091796875,657.5446166992188,618.8406982421875,646.100830078125,646.100830078125,3910931715,635.2476196289062
2021-05-09,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,646.3121337890625,678.2283935546875,631.4652709960938,662.2285766601562,662.2285766601562,4321052943,654.2703552246094
2021-05-10,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,661.4500122070312,690.9319458007812,596.1658935546875,631.3519897460938,631.3519897460938,5157435389,646.4010009765625
2021-05-11,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,631.2406005859375,672.4594116210938,623.2498168945312,672.3339233398438,672.3339233398438,4865455319,651.7872619628906
2021-05-12,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,671.7788696289062,684.1376953125,588.1851806640625,588.1851806640625,588.1851806640625,4311561442,629.9820251464844
2021-05-13,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,592.95458984375,632.970703125,530.2382202148438,571.4345092773438,571.4345092773438,7417114170,582.1945495605469
2021-05-14,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,570.9605102539062,614.4854125976562,567.0347290039062,603.1282958984375,603.1282958984375,3735474448,587.0444030761719
2021-05-15,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,602.5543823242188,610.51416015625,561.1683959960938,563.0416870117188,563.0416870117188,3480395174,582.7980346679688
2021-05-16,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,562.64892578125,606.00341796875,535.057373046875,562.829833984375,562.829833984375,4047395255,562.7393798828125
2021-05-17,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,564.445556640625,564.445556640625,485.9970703125,511.9643859863281,511.9643859863281,5123430659,538.2049713134766
2021-05-18,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,511.3919982910156,534.1778564453125,496.9785461425781,508.0223083496094,508.0223083496094,3548216902,509.7071533203125
2021-05-19,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,508.86273193359375,515.716552734375,283.4537048339844,339.0254821777344,339.0254821777344,8779943654,423.94410705566406
2021-05-20,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,335.5567321777344,424.29425048828125,286.0894470214844,393.6127624511719,393.6127624511719,7093839295,364.5847473144531
2021-05-21,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,391.54156494140625,415.70672607421875,275.3926696777344,326.29632568359375,326.29632568359375,6291181865,358.9189453125
2021-05-22,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,326.79779052734375,335.7347412109375,285.3534240722656,299.50408935546875,299.50408935546875,3871242832,313.15093994140625
2021-05-23,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,300.0354309082031,313.525146484375,213.51646423339844,262.9456787109375,262.9456787109375,5336233746,281.4905548095703
2021-05-24,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,261.1195373535156,350.2731018066406,258.6227111816406,345.30963134765625,345.30963134765625,6066277282,303.21458435058594
2021-05-25,0.1955965110252631,0.5398821570479716,0.2645213319267653,13602850.0,0,345.4898376464844,374.5971984863281,307.7294616699219,344.1139831542969,344.1139831542969,5656677341,344.8019104003906
2021-05-26,0.2688045877619943,0.5486594774968855,0.1825359347411202,25282567.0,0,343.531982421875,387.76519775390625,337.0569763183594,379.85430908203125,379.85430908203125,4502557689,361.6931457519531
2021-05-27,0.2290193126173395,0.5293809617529508,0.2415997256297096,17488774.0,0,379.6934814453125,387.4900817871094,340.8908386230469,367.6557922363281,367.6557922363281,3965850350,373.6746368408203
2021-05-28,0.2034518460519341,0.5701305164562351,0.2264176374918308,19119045.0,0,369.835693359375,373.313232421875,313.7230224609375,329.8799133300781,329.8799133300781,4482824807,349.85780334472656
2021-05-29,0.2007166856160488,0.5831693689468471,0.2161139454371039,15364617.0,0,328.9868469238281,346.9239501953125,296.57073974609375,305.0521545410156,305.0521545410156,3070017878,317.0195007324219
2021-05-30,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,305.0425720214844,337.74237060546875,292.85235595703125,325.7840270996094,325.7840270996094,3246314973,315.4132995605469
2021-05-31,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,325.8081359863281,355.9771423339844,307.94403076171875,354.329345703125,354.329345703125,3865691845,340.06874084472656
2021-06-01,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,353.78253173828125,364.32012939453125,340.4742431640625,362.7946472167969,362.7946472167969,3425775257,358.28858947753906
2021-06-02,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,362.3608703613281,418.6651306152344,350.956787109375,401.2623291015625,401.2623291015625,4486850584,381.8115997314453
2021-06-03,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,401.7608337402344,432.30810546875,392.0331726074219,427.80792236328125,427.80792236328125,4370188399,414.7843780517578
2021-06-04,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,428.1873779296875,428.4431457519531,366.27484130859375,391.39532470703125,391.39532470703125,4951450795,409.7913513183594
2021-06-05,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,390.95880126953125,425.9027404785156,375.0675048828125,390.4318542480469,390.4318542480469,3956143113,390.69532775878906
2021-06-06,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,390.2367248535156,400.0411682128906,382.344970703125,393.8202209472656,393.8202209472656,2101917655,392.0284729003906
2021-06-07,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,393.6546630859375,407.37567138671875,355.9754638671875,357.3102111816406,357.3102111816406,2927240962,375.48243713378906
2021-06-08,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,358.1654357910156,365.9231872558594,320.2380065917969,354.0013732910156,354.0013732910156,4491122307,356.0834045410156
2021-06-09,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,352.76593017578125,378.7413635253906,334.4190979003906,375.73468017578125,375.73468017578125,3543408536,364.25030517578125
2021-06-10,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,375.66900634765625,376.9501953125,345.5176696777344,352.1831970214844,352.1831970214844,2505012942,363.9261016845703
2021-06-11,0.2908283745674961,0.4501746057943454,0.2374212692553625,72051515.5,1,352.0848388671875,365.3039855957031,341.47735595703125,345.9336853027344,345.9336853027344,2269923678,349.00926208496094
